Year,Event,Player,Team,Value
1949,On Base Percentage,Ted Williams,Boston,.490
1949,RBI,Vern Stephens,Boston,159
1949,Runs,Ted Williams,Boston,150
1949,Slugging Average,Ted Williams,Boston,.650
1949,Stolen Bases,Bob Dillinger,St. Louis,20
1949,Total Bases,Ted Williams,Boston,368
1949,Triples,Dale Mitchell,Cleveland,23
1950,Base on Balls,Eddie Yost,Washington,141
1950,Batting Average,Billy Goodman,Boston,.354
1950,Doubles,George Kell,Detroit,56
1950,Hits,George Kell,Detroit,218
1950,Home Runs,Al Rosen,Cleveland,37
1950,On Base Percentage,Larry Doby,Cleveland,.442
1950,RBI,Walt Dropo,Boston,144
1950,Runs,Dom DiMaggio,Boston,131
1950,Slugging Average,Joe DiMaggio,New York,.585
1950,Stolen Bases,Dom DiMaggio,Boston,15
1950,Total Bases,Walt Dropo,Boston,326
1950,Triples,Dom DiMaggio,Boston,11
1951,Base on Balls,Ted Williams,Boston,144
1951,Batting Average,Ferris Fain,Philadelphia,.344
1951,Doubles,George Kell,Detroit,36
1951,Hits,George Kell,Detroit,191
1951,Home Runs,Gus Zernial,Chicago,33
1951,On Base Percentage,Ted Williams,Boston,.464
1951,RBI,Gus Zernial,Chicago,129
1951,Runs,Dom DiMaggio,Boston,113
1951,Slugging Average,Ted Williams,Boston,.556
1951,Stolen Bases,Minnie Minoso,Cleveland,31
1951,Total Bases,Ted Williams,Boston,295
1951,Triples,Minnie Minoso,Cleveland,14
1952,Base on Balls,Eddie Yost,Washington,129
1952,Batting Average,Ferris Fain,Philadelphia,.327
1952,Doubles,Ferris Fain,Philadelphia,43
1952,Hits,Nellie Fox,Chicago,192
1952,Home Runs,Larry Doby,Cleveland,32
1952,On Base Percentage,Ferris Fain,Philadelphia,.438
1952,RBI,Al Rosen,Cleveland,105
1952,Runs,Larry Doby,Cleveland,104
1952,Slugging Average,Larry Doby,Cleveland,.541
1952,Stolen Bases,Minnie Minoso,Chicago,22
1952,Total Bases,Al Rosen,Cleveland,297
1952,Triples,Bobby Avila,Cleveland,11
1953,Base on Balls,Eddie Yost,Washington,123
1953,Batting Average,Mickey Vernon,Washington,.337
1953,Doubles,Mickey Vernon,Washington,43
1953,Hits,Harvey Kuenn,Detroit,209
1953,Home Runs,Al Rosen,Cleveland,43
1953,On Base Percentage,Gene Woodling,New York,.429
1953,RBI,Al Rosen,Cleveland,145
1953,Runs,Al Rosen,Cleveland,115
1953,Slugging Average,Al Rosen,Cleveland,.613
1953,Stolen Bases,Minnie Minoso,Chicago,25
1953,Total Bases,Al Rosen,Cleveland,367
1953,Triples,Jim Rivera,Chicago,16
1954,Base on Balls,Ted Williams,Boston,136
1954,Batting Average,Bobby Avila,Cleveland,.341
1954,Doubles,Mickey Vernon,Washington,33
1954,Hits,Nellie Fox,Chicago,201
1954,Home Runs,Larry Doby,Cleveland,32
1954,On Base Percentage,Ted Williams,Boston,.516
1954,RBI,Larry Doby,Cleveland,126
1954,Runs,Mickey Mantle,New York,129
1954,Slugging Average,Minnie Minoso,Chicago,.535
1954,Stolen Bases,Jackie Jensen,Boston,22
1954,Total Bases,Minnie Minoso,Chicago,304
1954,Triples,Minnie Minoso,Chicago,18
1955,Base on Balls,Mickey Mantle,New York,113
1955,Batting Average,Al Kaline,Detroit,.340
1955,Doubles,Harvey Kuenn,Detroit,38
1955,Hits,Al Kaline,Detroit,200
1955,Home Runs,Mickey Mantle,New York,37
1955,On Base Percentage,Mickey Mantle,New York,.433
1955,RBI,Ray Boone,Detroit,116
1955,Runs,Al Smith,Cleveland,123
1955,Slugging Average,Mickey Mantle,New York,.611
1955,Stolen Bases,Jim Rivera,Chicago,25
1955,Total Bases,Al Kaline,Detroit,321
1955,Triples,Mickey Mantle,New York,11
1956,Base on Balls,Eddie Yost,Washington,151
1956,Batting Average,Mickey Mantle,New York,.353
1956,Doubles,Jim Piersall,Boston,40
1956,Hits,Harvey Kuenn,Detroit,196
1956,Home Runs,Mickey Mantle,New York,52
1956,On Base Percentage,Ted Williams,Boston,.479
1956,RBI,Mickey Mantle,New York,130
1956,Runs,Mickey Mantle,New York,132
1956,Slugging Average,Mickey Mantle,New York,.705
1956,Stolen Bases,Luis Aparacio,Chicago,21
1956,Total Bases,Mickey Mantle,New York,376
1956,Triples,Jackie Jensen,Boston,11
1957,Base on Balls,Mickey Mantle,New York,146
1957,Batting Average,Ted Williams,Boston,.388
1957,Doubles,Billy Gardner,Baltimore,36
1957,Hits,Nellie Fox,Chicago,196
1957,Home Runs,Roy Sievers,Washington,42
1957,On Base Percentage,Ted Williams,Boston,.528
1957,RBI,Roy Sievers,Washington,114
1957,Runs,Mickey Mantle,New York,121
1957,Slugging Average,Ted Williams,Boston,.731
1957,Stolen Bases,Luis Aparicio,Chicago,28
1957,Total Bases,Roy Sievers,Washington,331
1957,Triples,Hank Bauer,New York,9
1958,Base on Balls,Mickey Mantle,New York,129
1958,Batting Average,Ted Williams,Boston,.328
1958,Doubles,Harvey Kuenn,Detroit,39
1958,Hits,Nellie Fox,Chicago,187
1958,Home Runs,Mickey Mantle,New York,42
1958,On Base Percentage,Ted Williams,Boston,.462
1958,RBI,Jackie Jensen,Boston,122
1958,Runs,Mickey Mantle,New York,127
1958,Slugging Average,Rocky Colavito,Cleveland,.620
1958,Stolen Bases,Luis Aparacio,Chicago,29
1958,Total Bases,Mickey Mantle,New York,307
1958,Triples,Vic Power,Kansas City,10
1959,Base on Balls,Eddie Yost,Detroit,135
1959,Batting Average,Harvey Kuenn,Detroit,.353
1959,Doubles,Harvey Kuenn,Detroit,42
1959,Hits,Harvey Kuenn,Detroit,198
1959,Home Runs,Rocky Colavito,Cleveland,42
1959,On Base Percentage,Eddie Yost,Detroit,.437
1959,RBI,Jackie Jensen,Boston,112
1959,Runs,Eddie Yost,Detroit,115
1959,Slugging Average,Al Kaline,Detroit,.530
1959,Stolen Bases,Luis Aparacio,Chicago,56
1959,Total Bases,Rocky Colavito,Cleveland,301
1959,Triples,Bob Allison,Washington,9
1960,Base on Balls,Eddie Yost,Detroit,125
1960,Batting Average,Pete Runnels,Boston,.320
1960,Doubles,Tito Francona,Cleveland,36
1960,Hits,Minnie Minoso,Chicago,184
1960,Home Runs,Mickey Mantle,New York,40
1960,On Base Percentage,Eddie Yost,Detroit,.416
1960,RBI,Roger Maris,New York,112
1960,Runs,Mickey Mantle,New York,119
1960,Slugging Average,Roger Maris,New York,.581
1960,Stolen Bases,Luis Aparacio,Chicago,51
1960,Total Bases,Mickey Mantle,New York,294
1960,Triples,Nellie Fox,Chicago,10
1961,Base on Balls,Mickey Mantle,New York,126
1961,Batting Average,Norm Cash,Detroit,.361
1961,Doubles,Al Kaline,Detroit,41
1961,Hits,Norm Cash,Detroit,193
1961,Home Runs,Roger Maris,New York,61
1961,On Base Percentage,Norm Cash,Detroit,.488
1961,RBI,Jim Gentile,Baltimore,141
1961,Runs,Roger Maris,New York,132
1961,Slugging Average,Mickey Mantle,New York,.687
1961,Stolen Bases,Luis Aparacio,Chicago,53
1961,Total Bases,Roger Maris,New York,366
1961,Triples,Jake Wood,Detroit,14
1962,Base on Balls,Mickey Mantle,New York,122
1962,Batting Average,Pete Runnels,Boston,.326
1962,Doubles,Floyd Robinson,Chicago,45
1962,Hits,Bobby Richardson,New York,209
1962,Home Runs,Harmon Killebrew,Minnesota,48
1962,On Base Percentage,Mickey Mantle,New York,.488
1962,RBI,Harmon Killebrew,MInnesota,126
1962,Runs,Albie Pearson,Los Angeles,115
1962,Slugging Average,Mickey Mantle,New York,.605
1962,Stolen Bases,Luis Aparicio,Chicago,31
1962,Total Bases,Rocky Colavito,Detroit,309
1962,Triples,Gino Cimoli,Kansas City,15
1963,Base on Balls,Carl Yastrzemski,Boston,95
1963,Batting Average,Carl Yastrzemski,Boston,.321
1963,Doubles,Carl Yastrzemski,Boston,40
1963,Hits,Carl Yastrzemski,Boston,183
1963,Home Runs,Harmon Killebrew,Minnesota,45
1963,On Base Percentage,Carl Yastrzemski,Boston,.419
1963,RBI,Dick Stuart,Boston,118
1963,Runs,Bob Allison,Minnesota,99
1963,Slugging Average,Harmon Killebrew,Minnesota,.555
1963,Stolen Bases,Luis Aparicio,Baltimore,40
1963,Total Bases,Dick Stuart,Boston,319
1963,Triples,Zoilo Versalles,Minnesota,13
1964,Base on Balls,Norm Siebern,Baltimore,106
1964,Batting Average,Tony Oliva,Minnesota,.323
1964,Doubles,Tony Oliva,Minnesota,43
1964,Hits,Tony Oliva,Minnesota,217
1964,Home Runs,Harmon Killebrew,Minnesota,49
1964,On Base Percentage,Mickey Mantle,New York,.426
1964,RBI,Brooks Robinson,Baltimore,118
1964,Runs,Tony Oliva,Minnesota,109
1964,Slugging Average,Boog Powell,Baltimore,.606
1964,Stolen Bases,Luis Aparicio,Baltimore,57
1964,Total Bases,Tony Oliva,Minnesota,374
1964,Triples,Rich Rollins,Minnesota,10
1965,Base on Balls,Rocky Colavito,Cleveland,93
1965,Batting Average,Tony Oliva,Minnesota,.321
1965,Doubles,Zoilo Versalles,Minnesota,45
1965,Hits,Tony Oliva,Minnesota,185
1965,Home Runs,Tony Conigliaro,Boston,32
1965,On Base Percentage,Carl Yastrzemski,Boston,.398
1965,RBI,Rocky Colavito,Cleveland,108
1965,Runs,Zoilo Versalles,Minnesota,126
1965,Slugging Average,Carl Yastrzemski,Boston,.536
1965,Stolen Bases,Bert Campaneris,Kansas City,51
1965,Total Bases,Zoilo Versalles,Minnesota,308
1965,Triples,Bert Campaneris,Kansas City,12
1966,Base on Balls,Harmon Killebrew,Minnesota,103
1966,Batting Average,Frank Robinson,Baltimore,.316
1966,Doubles,Carl Yastrzemski,Boston,39
1966,Hits,Tony Oliva,Minnesota,191
1966,Home Runs,Frank Robinson,Baltimore,49
1966,On Base Percentage,Frank Robinson,Baltimore,.415
1966,RBI,Frank Robinson,Baltimore,122
1966,Runs,Frank Robinson,Baltimore,122
1966,Slugging Average,Frank Robinson,Baltimore,.637
1966,Stolen Bases,Bert Campaneris,Kansas City,52
1966,Total Bases,Frank Robinson,Baltimore,367
1966,Triples,Bobby Knoop,California,11
1967,Base on Balls,Harmon Killebrew,Minnesota,131
1967,Batting Average,Carl Yastrzemski,Boston,.326
1967,Doubles,Tony Oliva,Minnesota,34
1967,Hits,Carl Yastrzemski,Boston,189
1967,Home Runs,Harmon Killebrew,Minnesota,44
1967,On Base Percentage,Carl Yastrzemski,Boston,.421
1967,RBI,Carl Yastrzemski,Boston,121
1967,Runs,Carl Yastrzemski,Boston,112
1967,Slugging Average,Carl Yastrzemski,Boston,.622
1967,Stolen Bases,Bert Campaneris,Kansas City,55
1967,Total Bases,Carl Yastrzemski,Boston,360
1967,Triples,Paul Blair,Baltimore,12
1968,Base on Balls,Carl Yastrzemski,Boston,119
1968,Batting Average,Carl Yastrzemski,Boston,.301
1968,Doubles,Reggie Smith,Boston,37
1968,Hits,Bert Campaneris,Oakland,177
1968,Home Runs,Frank Howard,Washington,44
1968,On Base Percentage,Carl Yastrzemski,Boston,.429
1968,RBI,Ken Harrelson,Boston,109
1968,Runs,Dick McAuliffe,Detroit,95
1968,Slugging Average,Frank Howard,Washington,.552
1968,Stolen Bases,Bert Campaneris,Oakland,62
1968,Total Bases,Frank Howard,Washington,330
1968,Triples,Jim Fregosi,California,13
1969,Base on Balls,Harmon Killebrew,Minnesota,145
1969,Batting Average,Rod Carew,Minnesota,.332
1969,Doubles,Tony Oliva,Minnesota,39
1969,Hits,Tony Oliva,Minnesota,197
1969,Home Runs,Harmon Killebrew,Minnesota,49
1969,On Base Percentage,Harmon Killebrew,Minnesota,.430
1969,RBI,Harmon Killebrew,Minnesota,140
1969,Runs,Reggie Jackson,Oakland,123
1969,Slugging Average,Reggie Jackson,Oakland,.608
1969,Stolen Bases,Tommy Harper,Seattle,73
1969,Total Bases,Frank Howard,Washington,340
1969,Triples,Del Unser,Washington,8
1970,Base on Balls,Frank Howard,Washington,132
1970,Batting Average,Alex Johnson,California,.329
1970,Doubles,Tony Oliva,Minnesota,36
1970,Hits,Tony Oliva,Minnesota,204
1970,Home Runs,Frank Howard,Washington,44
1970,On Base Percentage,Carl Yastrzemski,Boston,.453
1970,RBI,Frank Howard,Washington,126
1970,Runs,Carl Yastrzemski,Boston,125
1970,Slugging Average,Carl Yastrzemski,Boston,.592
1970,Stolen Bases,Bert Campaneris,Oakland,42
1970,Total Bases,Carl Yastrzemski,Boston,335
1970,Triples,Cesar Tovar,Minnesota,13
1971,Base on Balls,Harmon Killebrew,Minnesota,114
1971,Batting Average,Tony Oliva,Minnesota,.337
1971,Doubles,Reggie Smith,Boston,33
1971,Hits,Cesar Tovar,Minnesota,204
1971,Home Runs,Bill Melton,Chicago,33
1971,On Base Percentage,Bobby Murcer,New York,.429
1971,RBI,Harmon Killebrew,Minnesota,119
1971,Runs,Don Buford,Baltimore,99
1971,Slugging Average,Tony Oliva,Minnesota,.546
1971,Stolen Bases,Amos Otis,Kansas City,52
1971,Total Bases,Reggie Smith,Boston,302
1971,Triples,Freddie Patek,Kansas City,11
1972,Base on Balls,Dick Allen,Chicago,99
1972,Batting Average,Rod Carew,Minnesota,.318
1972,Doubles,Lou Piniella,Kansas City,33
1972,Hits,Joe Rudi,Oakland,181
1972,Home Runs,Dick Allen,Chicago,37
1972,On Base Percentage,Dick Allen,Chicago,.422
1972,RBI,Dick Allen,Chicago,113
1972,Runs,Bobby Murcer,New York,102
1972,Slugging Average,Dick Allen,Chicago,.603
1972,Stolen Bases,Bert Campaneris,Oakland,52
1972,Total Bases,Bobby Murcer,New York,314
1972,Triples,Joe Rudi,Oakland,9
1973,Base on Balls,John Mayberry,Kansas City,122
1973,Batting Average,Rod Carew,Minnesota,.350
1973,Doubles,Sal Bando,Oakland,32
1973,Hits,Rod Carew,Minnesota,203
1973,Home Runs,Reggie Jackson,Oakland,32
1973,On Base Percentage,John Mayberry,Kansas City,.420
1973,RBI,Reggie Jackson,Oakland,117
1973,Runs,Reggie Jackson,Oakland,99
1973,Slugging Average,Reggie Jackson,Oakland,.531
1973,Stolen Bases,Tommy Harper,Boston,54
1973,Total Bases,Sal Bando,Oakland,295
1973,Triples,Al Bumbry,Baltimore,11
1974,Base on Balls,Gene Tenace,Oakland,110
1974,Batting Average,Rod Carew,Minnesota,.364
1974,Doubles,Joe Rudi,Oakland,39
1974,Hits,Rod Carew,Minnesota,218
1974,Home Runs,Dick Allen,Chicago,32
1974,On Base Percentage,Rod Carew,Minnesota,.435
1974,RBI,Jeff Burroughs,Texas,118
1974,Runs,Carl Yastrzemski,Boston,93
1974,Slugging Average,Dick Allen,Chicago,.563
1974,Stolen Bases,Billy North,Oakland,54
1974,Total Bases,Joe Rudi,Oakland,287
1974,Triples,Mickey Rivers,California,11
1975,Base on Balls,John Mayberry,Kansas City,119
1975,Batting Average,Rod Carew,Minnesota,.359
1975,Doubles,Fred Lynn,Boston,47
1975,Hits,George Brett,Kansas City,195
1975,Home Runs,Reggie Jackson,Oakland,36
1975,On Base Percentage,Rod Carew,Minnesota,.428
1975,RBI,George Scott,Milwaukee,109
1975,Runs,Fred Lynn,Boston,103
1975,Slugging Average,Fred Lynn,Boston,.566
1975,Stolen Bases,Mickey Rivers,California,70
1975,Total Bases,George Scott,Milwaukee,318
1975,Triples,George Brett,Kansas City,13
1976,Base on Balls,Mike Hargrove,Texas,97
1976,Batting Average,George Brett,Kansas City,.333
1976,Doubles,Amos Otis,Kansas City,40
1976,Hits,George Brett,Kansas City,215
1976,Home Runs,Graig Nettles,New York,32
1976,On Base Percentage,Hal McRae,Kansas City,.412
1976,RBI,Lee May,Baltimore,109
1976,Runs,Roy White,New York,104
1976,Slugging Average,Reggie Jackson,Baltimore,.502
1976,Stolen Bases,Billy North,Oakland,75
1976,Total Bases,George Brett,Kansas City,298
1976,Triples,George Brett,Kansas City,14
1977,Base on Balls,Toby Harrah,Texas,109
1977,Batting Average,Rod Carew,Minnesota,.388
1977,Doubles,Hal McRae,Kansas City,54
1977,Hits,Rod Carew,Minnesota,239
1977,Home Runs,Jim Rice,Boston,39
1977,On Base Percentage,Rod Carew,Minnesota,.452
1977,RBI,Larry Hisle,Minnesota,119
1977,Runs,Rod Carew,Minnesota,128
1977,Slugging Average,Jim Rice,Boston,.593
1977,Stolen Bases,Freddie Patek,Kansas City,53
1977,Total Bases,Jim Rice,Boston,382
1977,Triples,Rod Carew,Minnesota,16
1978,Base on Balls,Mike Hargrove,Texas,107
1978,Batting Average,Rod Carew,Minnesota,.333
1978,Doubles,George Brett,Kansas City,45
1978,Hits,Jim Rice,Boston,213
1978,Home Runs,Jim Rice,Boston,46
1978,On Base Percentage,Rod Carew,Minnesota,.415
1978,RBI,Jim Rice,Boston,139
1978,Runs,Ron LeFlore,Detroit,126
1978,Slugging Average,Jim Rice,Boston,.600
1978,Stolen Bases,Ron LeFlore,Detroit,68
1978,Total Bases,Jim Rice,Boston,406
1978,Triples,Jim Rice,Boston,15
1979,Base on Balls,Darrell Porter,Kansas City,121
1979,Batting Average,Fred Lynn,Boston,.333
1979,Doubles,Cecil Cooper,Milwaukee,44
1979,Hits,George Brett,Kansas City,212
1979,Home Runs,Gorman Thomas,Milwaukee,45
1979,On Base Percentage,Darrell Porter,Kansas City,.429
1979,RBI,Don Baylor,California,139
1979,Runs,Don Baylor,California,120
1979,Slugging Average,Fred Lynn,Boston,.637
1979,Stolen Bases,Willie Wilson,Kansas City,83
1979,Total Bases,Jim Rice,Boston,369
1979,Triples,George Brett,Kansas City,20
1980,Base on Balls,Willie Randolph,New York,119
1980,Batting Average,George Brett,Kansas City,.390
1980,Doubles,Robin Yount,Milwaukee,49
1980,Hits,Willie Wilson,Kansas City,230
1980,Home Runs,Ben Oglivie,Milwaukee,41
1980,On Base Percentage,George Brett,Kansas City,.461
1980,RBI,Cecil Cooper,Milwaukee,122
1980,Runs,Willie Wilson,Kansas City,133
1980,Slugging Average,George Brett,Kansas City,.664
1980,Stolen Bases,Rickey Henderson,Oakland,100
1980,Total Bases,Cecil Cooper,Milwaukee,335
1980,Triples,Alfredo Griffin,Toronto,15
1981,Base on Balls,Dwight Evans,Boston,85
1981,Batting Average,Carney Lansford,Boston,.336
1981,Doubles,Cecil Cooper,Milwaukee,35
1981,Hits,Rickey Henderson,Oakland,135
1981,Home Runs,Tony Armas,Oakland,22
1981,On Base Percentage,Mike Hargrove,Cleveland,.432
1981,RBI,Eddie Murray,Baltimore,78
1981,Runs,Rickey Henderson,Oakland,89
1981,Slugging Average,Bobby Grich,California,.543
1981,Stolen Bases,Rickey Henderson,Oakland,56
1981,Total Bases,Dwight Evans,Boston,215
1981,Triples,John Castino,Minnesota,9
1982,Base on Balls,Rickey Henderson,Oakland,116
1982,Batting Average,Willie Wilson,Kansas City,.332
1982,Doubles,Hal McRae,Kansas City,46
1982,Hits,Robin Yount,Milwaukee,210
1982,Home Runs,Reggie Jackson,California,39
1982,On Base Percentage,Dwight Evans,Boston,.403
1982,RBI,Hal McRae,Kansas City,133
1982,Runs,Paul Molitor,Milwaukee,136
1982,Slugging Average,Robin Yount,Milwaukee,.578
1982,Stolen Bases,Rickey Henderson,Oakland,130
1982,Total Bases,Robin Yount,Milwaukee,367
1982,Triples,Willie Wilson,Kansas City,15
1983,Base on Balls,Rickey Henderson,Oakland,103
1983,Batting Average,Wade Boggs,Boston,.361
1983,Doubles,"Cal Ripken, Jr.",Baltimore,47
1983,Hits,"Cal Ripken, Jr.",Baltimore,211
1983,Home Runs,Jim Rice,Boston,39
1983,On Base Percentage,Wade Boggs,Boston,.449
1983,RBI,Cecil Cooper,Milwaukee,126
1983,Runs,"Cal Ripken, Jr.",Baltimore,121
1983,Slugging Average,George Brett,Kansas City,.563
1983,Stolen Bases,Rickey Henderson,Oakland,108
1983,Total Bases,Jim Rice,Boston,344
1983,Triples,Robin Yount,Milwaukee,10
1984,Base on Balls,Eddie Murray,Baltimore,107
1984,Batting Average,Don Mattingly,New York,.343
1984,Doubles,Don Mattingly,New York,44
1984,Hits,Don Mattingly,New York,207
1984,Home Runs,Tony Armas,Boston,43
1984,On Base Percentage,Eddie Murray,Baltimore,.415
1984,RBI,Tony Armas,Boston,123
1984,Runs,Dwight Evans,Boston,121
1984,Slugging Average,Harold Baines,Chicago,.541
1984,Stolen Bases,Rickey Henderson,Oakland,66
1984,Total Bases,Tony Armas,Boston,339
1984,Triples,Dave Collins,Toronto,15
1985,Base on Balls,Dwight Evans,Boston,114
1985,Batting Average,Wade Boggs,Boston,.368
1985,Doubles,Don Mattingly,New York,48
1985,Hits,Wade Boggs,Boston,240
1985,Home Runs,Darrell Evans,Detroit,40
1985,On Base Percentage,Wade Boggs,Boston,.452
1985,RBI,Don Mattingly,New York,145
1985,Runs,Rickey Henderson,New York,146
1985,Slugging Average,George Brett,Kansas City,.585
1985,Stolen Bases,Rickey Henderson,New York,80
1985,Total Bases,Don Mattingly,New York,370
1985,Triples,Willie Wilson,Kansas City,21
1986,Base on Balls,Wade Boggs,Boston,106
1986,Batting Average,Wade Boggs,Boston,.357
1986,Doubles,Don Mattingly,New York,53
1986,Hits,Don Mattingly,New York,238
1986,Home Runs,Jesse Barfield,Toronto,40
1986,On Base Percentage,Wade Boggs,Boston,.455
1986,RBI,Joe Carter,Cleveland,121
1986,Runs,Rickey Henderson,New York,130
1986,Slugging Average,Don Mattingly,New York,.573
1986,Stolen Bases,Rickey Henderson,New York,87
1986,Total Bases,Don Mattingly,New York,388
1986,Triples,Brett Butler,Cleveland,14
1987,Base on Balls,Dwight Evans,Boston,106
1987,Batting Average,Wade Boggs,Boston,.363
1987,Doubles,Paul Molitor,Milwaukee,41
1987,Hits,Kirby Puckett,Minnesota,207
1987,Home Runs,Mark McGwire,Oakland,49
1987,On Base Percentage,Wade Boggs,Boston,.467
1987,RBI,George Bell,Toronto,134
1987,Runs,Paul Molitor,Milwaukee,114
1987,Slugging Average,Mark McGwire,Oakland,.618
1987,Stolen Bases,Harold Reynolds,Seattle,67
1987,Total Bases,George Bell,Toronto,369
1987,Triples,Willie Wilson,Kansas City,15
1988,Base on Balls,Wade Boggs,Boston,125
1988,Batting Average,Wade Boggs,Boston,.366
1988,Doubles,Wade Boggs,Boston,45
1988,Hits,Kirby Puckett,Minnesota,234
1988,Home Runs,Jose Canseco,Oakland,42
1988,On Base Percentage,Wade Boggs,Boston,.480
1988,RBI,Jose Canseco,Oakland,124
1988,Runs,Wade Boggs,Boston,128
1988,Slugging Average,Jose Canseco,Oakland,.569
1988,Stolen Bases,Rickey Henderson,New York,93
1988,Total Bases,Kirby Puckett,Minnesota,358
1988,Triples,Harold Reynolds,Seattle,11
1989,Base on Balls,Rickey Henderson,New York,126
1989,Batting Average,Kirby Puckett,Minnesota,.339
1989,Doubles,Wade Boggs,Boston,51
1989,Hits,Kirby Puckett,Minnesota,215
1989,Home Runs,Fred McGriff,Toronto,36
1989,On Base Percentage,Wade Boggs,Boston,.434
1989,RBI,Ruben Sierra,Texas,119
1989,Runs,Wade Boggs,Boston,113
1989,Slugging Average,Ruben Sierra,Texas,.543
1989,Stolen Bases,Rickey Henderson,New York,77
1989,Total Bases,Ruben Sierra,Texas,344
1989,Triples,Ruben Sierra,Texas,14
1990,Base on Balls,Mark McGwire,Oakland,110
1990,Batting Average,George Brett,Kansas City,.329
1990,Doubles,George Brett,Kansas City,45
1990,Hits,Rafael Palmeiro,Texas,191
1990,Home Runs,Cecil Fielder,Detroit,51
1990,On Base Percentage,Rickey Henderson,Oakland,.441
1990,RBI,Cecil Fielder,Detroit,132
1990,Runs,Rickey Henderson,Oakland,119
1990,Slugging Average,Cecil Fielder,Detroit,.592
1990,Stolen Bases,Rickey Henderson,Oakland,65
1990,Total Bases,Cecil Fielder,Detroit,339
1990,Triples,Tony Fernandez,Toronto,17
1991,Base on Balls,Frank Thomas,Chicago,138
1991,Batting Average,Julio Franco,Texas,.341
1991,Doubles,Rafael Palmeiro,Texas,49
1991,Hits,Paul Molitor,Milwaukee,216
1991,Home Runs,Jose Canseco,Oakland,44
1991,On Base Percentage,Frank Thomas,Chicago,.454
1991,RBI,Cecil Fielder,Detroit,133
1991,Runs,Paul Molitor,Milwaukee,133
1991,Slugging Average,Danny Tartabull,Kansas City,.593
1991,Stolen Bases,Rickey Henderson,Oakland,58
1991,Total Bases,"Cal Ripken, Jr.",Baltimore,368
1991,Triples,Lance Johnson,Chicago,12
1992,Base on Balls,Mickey Tettleton,Detroit,122
1992,Batting Average,Edgar Martinez,Seattle,.343
1992,Doubles,Edgar Martinez,Seattle,46
1992,Hits,Kirby Puckett,Minnesota,210
1992,Home Runs,Juan Gonzalez,Texas,43
1992,On Base Percentage,Frank Thomas,Chicago,.446
1992,RBI,Cecil Fielder,Detroit,124
1992,Runs,Tony Phillips,Detroit,114
1992,Slugging Average,Mark McGwire,Oakland,.585
1992,Stolen Bases,Kenny Lofton,Cleveland,66
1992,Total Bases,Kirby Puckett,Minnesota,313
1992,Triples,Lance Johnson,Chicago,12
1993,Base on Balls,Tony Phillips,Detroit,132
1993,Batting Average,John Olerud,Toronto,.363
1993,Doubles,John Olerud,Toronto,54
1993,Hits,Paul Molitor,Toronto,211
1993,Home Runs,Juan Gonzalez,Texas,46
1993,On Base Percentage,John Olerud,Toronto,.478
1993,RBI,Albert Belle,Cleveland,129
1993,Runs,Rafael Palmeiro,Texas,124
1993,Slugging Average,Juan Gonzalez,Texas,.632
1993,Stolen Bases,Kenny Lofton,Cleveland,70
1993,Total Bases,"Ken Griffey, Jr.",Seattle,359
1993,Triples,Lance Johnson,Chicago,14
1994,Base on Balls,Frank Thomas,Chicago,109
1994,Batting Average,Paul O'Neill,New York,.359
1994,Doubles,Chuck Knoblauch,Minnesota,45
1994,Hits,Kenny Lofton,Cleveland,160
1994,Home Runs,"Ken Griffey, Jr.",Seattle,40
1994,On Base Percentage,Frank Thomas,Chicago,.494
1994,RBI,Kirby Puckett,Minnesota,112
1994,Runs,Frank Thomas,Chicago,106
1994,Slugging Average,Frank Thomas,Chicago,.729
1994,Stolen Bases,Kenny Lofton,Cleveland,60
1994,Total Bases,Albert Belle,Cleveland,294
1994,Triples,Lance Johnson,Chicago,14
1995,Base on Balls,Frank Thomas,Chicago,136
1995,Batting Average,Edgar Martinez,Seattle,.356
1995,Doubles,Albert Belle,Cleveland,52
1995,Hits,Lance Johnson,Chicago,186
1995,Home Runs,Albert Belle,Cleveland,50
1995,On Base Percentage,Edgar Martinez,Seattle,.482
1995,RBI,Albert Belle,Cleveland,126
1995,Runs,Albert Belle,Cleveland,121
1995,Slugging Average,Albert Belle,Cleveland,.690
1995,Stolen Bases,Kenny Lofton,Cleveland,54
1995,Total Bases,Albert Belle,Cleveland,377
1995,Triples,Kenny Lofton,Cleveland,13
1996,Base on Balls,Tony Phillips,Chicago,125
1996,Batting Average,Alex Rodriguez,Seattle,.358
1996,Doubles,Alex Rodriguez,Seattle,54
1996,Hits,Paul Molitor,Minnesota,225
1996,Home Runs,Mark McGwire,Oakland,52
1996,On Base Percentage,Mark McGwire,Oakland,.468
1996,RBI,Albert Belle,Cleveland,148
1996,Runs,Alex Rodriguez,Seattle,141
1996,Slugging Average,Mark McGwire,Oakland,.730
1996,Stolen Bases,Kenny Lofton,Cleveland,75
1996,Total Bases,Alex Rodriguez,Seattle,379
1996,Triples,Chuck Knoblauch,Minnesota,14
1997,Base on Balls,Jim Thome,Cleveland,120
1997,Batting Average,Frank Thomas,Chicago,.347
1997,Doubles,John Valentin,Boston,47
1997,Hits,Nomar Garciaparra,Boston,209
1997,Home Runs,"Ken Griffey, Jr.",Seattle,56
1997,On Base Percentage,Frank Thomas,Chicago,.461
1997,RBI,"Ken Griffey, Jr.",Seattle,147
1997,Runs,"Ken Griffey, Jr.",Seattle,125
